,user_id,start_time,images,end_time
0,ab04c78b-2e76-4ef4-af20-b36d8280dcde,2020-07-27 18:46:42,bed_004.jpg,2020-07-27 18:48:39
0,71d41cd7-d9f4-4000-b3bb-05b7975a61d2,2020-07-27 18:50:34,fordgt.jpg,2020-07-27 18:50:40
0,d1e3ec8b-5c10-42ae-a14e-ffb95abd0eb1,2020-07-27 18:51:42,sofa_005.jpg,2020-07-27 18:51:51
0,d669c75d-5284-4b06-8620-0cf116e2a43d,2020-07-27 19:04:57,desk_010.jpg,2020-07-27 19:05:11
0,d669c75d-5284-4b06-8620-0cf116e2a43d,2020-07-27 19:04:57,lamp_001.jpg,2020-07-27 19:05:30
0,96272ec1-8337-4b09-8c87-f04db1735b81,2020-07-27 19:09:39,bed_008.jpg,2020-07-27 19:09:52
0,051cea40-420a-49e9-af80-73faf414af82,2020-07-27 19:19:08,chair_006.jpg,2020-07-27 19:19:11
0,a1cbb977-cb17-425d-adcf-488c566089ff,2020-07-27 19:19:47,tesla.jpg,2020-07-27 19:19:51
0,1a4c8de7-9466-4f58-9b5e-9e94a4ad6382,2020-07-27 19:27:16,lamp_003.jpg,2020-07-27 19:27:18
0,782215db-8ee7-40c4-92d5-0e8e6e602cd5,2020-07-27 19:27:52,desk_001.jpg,2020-07-27 19:28:36
0,195d0cc3-9679-4d91-a61c-1a5c59bb3a30,2020-07-27 19:34:01,sofa_005.jpg,2020-07-27 19:34:03
0,195d0cc3-9679-4d91-a61c-1a5c59bb3a30,2020-07-27 19:34:01,chair_001.jpg,2020-07-27 19:34:20
0,34881ed1-ec2d-4d18-ac65-446dd2955a44,2020-07-27 19:34:45,fordgt.jpg,2020-07-27 19:34:48
0,358525b6-d0b6-4dd3-89dd-a33df23f7d87,2020-07-27 19:35:22,lamp_008.jpg,2020-07-27 19:35:24
0,c58c003d-2ced-4422-b24a-a72ff9a5d2a4,2020-07-27 19:35:44,desk_006.jpg,2020-07-27 19:35:46
0,0c7d7c10-0b5a-4d1d-9afa-f8843d0e7357,2020-07-27 19:35:59,koenigsegg.jpg,2020-07-27 19:36:01
0,1cb50f3b-6361-4d29-9392-c5b77291ad9e,2020-07-27 19:36:42,desk_008.jpg,2020-07-27 19:36:45
0,8656a92a-d792-47c9-9757-a974e30d4f04,2020-07-27 19:37:04,acura.jpg,2020-07-27 19:37:08
0,ae002af3-6700-4d1e-a427-0e64ffe11a40,2020-07-27 20:05:59,corvette (2).jpg,2020-07-27 20:06:19
0,d59dc050-bac4-4bb9-85e6-2f6d0fcf521f,2020-07-27 20:34:56,fordgt.jpg,2020-07-27 20:35:10
0,b5f0675c-3e64-4df9-a5e0-8223d7e877c0,2020-07-27 20:39:43,tesla.jpg,2020-07-27 20:39:58
0,d413406f-70b3-47aa-b81f-be808540bb23,2020-07-28 12:43:01,sofa_007.jpg,2020-07-28 12:43:34
0,a9c5926c-7465-485b-b4a2-0fd3a410b31f,2020-07-28 15:07:32,desk_006.jpg,2020-07-28 15:07:38
0,a9c5926c-7465-485b-b4a2-0fd3a410b31f,2020-07-28 15:07:32,desk_006.jpg,2020-07-28 15:08:53
0,a9c5926c-7465-485b-b4a2-0fd3a410b31f,2020-07-28 15:07:32,desk_006.jpg,2020-07-28 15:09:30
0,02ad118e-f36b-48ab-afdc-2d40c655622e,2020-07-28 15:50:55,desk_002.jpg,2020-07-28 15:50:58
0,02ad118e-f36b-48ab-afdc-2d40c655622e,2020-07-28 15:50:55,desk_002.jpg,2020-07-28 15:51:50
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,lamp_004.jpg,2020-07-28 16:00:17
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,lamp_004.jpg,2020-07-28 16:01:38
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,tesla.jpg,2020-07-28 16:12:41
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,chair_006.jpg,2020-07-28 16:13:09
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,corvette (2).jpg,2020-07-28 16:13:25
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,corvette (2).jpg,2020-07-28 16:13:38
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,lamp_003.jpg,2020-07-28 16:14:04
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,lamp_003.jpg,2020-07-28 16:22:50
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,corvette (2).jpg,2020-07-28 16:23:09
0,3de03a57-bd12-4130-aa50-2f6b2d865196,2020-07-28 16:00:13,lamborghini.jpg,2020-07-28 16:23:32
0,74540378-3fad-4255-8256-b5b89eae9cac,2020-07-28 16:51:26,fordgt.jpg,2020-07-28 16:51:29
0,74540378-3fad-4255-8256-b5b89eae9cac,2020-07-28 16:51:26,fordgt.jpg,2020-07-28 16:51:57
